,0
0,116
1,3
2,152
3,152
4,152
5,152
6,152
7,152
8,152
9,152
10,152
11,152
12,152
13,152
14,152
15,152
16,152
17,152
18,152
19,152
20,152
21,152
22,152
23,152
24,152
25,152
26,152
27,152
28,152
29,152
30,152
31,152
32,152
33,152
34,152
35,152
36,152
37,152
38,152
39,152
40,152
41,152
42,152
43,152
44,152
45,152
46,152
47,152
48,152
49,152
50,152
51,152
52,152
53,152
54,152
55,152
56,152
57,152
58,152
59,152
60,152
61,152
62,152
63,152
64,152
65,152
66,152
67,152
68,152
69,152
70,152
71,152
72,152
73,152
74,152
75,152
76,152
77,152
78,152
79,152
80,152
81,152
82,152
83,152
84,152
85,152
86,152
87,152
88,152
89,152
90,100
91,3
92,0
93,1
94,1
95,1
96,2
97,2
98,2
99,2
100,2
101,0
102,1
103,1
104,2
105,1
106,1
107,2
108,1
109,1
110,1
111,1
112,1
113,2
114,1
115,2
116,0
117,1
118,1
119,2
120,1
121,1
122,2
123,1
124,1
125,2
126,2
127,1
128,3
129,2
130,0
131,2
132,1
133,2
134,1
135,2
136,2
137,1
138,2
139,1
140,2
141,43
142,4
143,2
144,2
145,1
146,1
147,1
148,1
149,3
150,1
151,1
152,1
153,2
154,2
155,0
156,1
157,1
158,2
159,5
160,18
161,13
162,2
163,1
164,2
165,3
166,2
167,1
168,2
169,2
170,2
171,1
172,2
173,1
174,15
175,2
176,1
177,1
178,2
179,1
180,1
181,2
182,2
183,2
184,2
185,1
186,1
187,1
188,1
189,2
190,1
191,2
192,4
193,3
194,1
195,3
196,1
197,0
198,3
199,2
200,1
201,2
202,2
203,1
204,1
205,1
206,0
207,2
208,1
209,1
210,0
211,2
212,2
213,2
214,0
215,1
216,0
217,1
218,1
219,0
220,1
221,0
222,2
223,2
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,9
233,4
234,1
235,0
236,1
237,0
238,1
239,1
240,0
241,2
242,2
243,27
244,4
245,0
246,0
247,1
248,1
249,4
250,1
251,1
252,2
253,2
254,6
255,0
256,3
257,2
258,3
259,0
260,1
261,2
262,0
263,1
264,0
265,2
266,1
267,2
268,0
269,3
270,5
271,2
272,3
273,3
274,2
275,1
276,3
277,3
278,1
279,2
280,0
281,1
282,1
283,0
284,1
285,2
286,1
287,1
288,1
289,1
290,2
291,1
292,2
293,1
294,1
295,2
296,1
297,2
298,2
299,1
300,111
301,10
302,1
303,1
304,224
305,160
306,86
307,343
308,936
309,686
310,432
311,207
312,207
313,291
314,336
315,443
316,441
317,627
318,380
319,551
320,1025
321,508
322,425
323,423
324,912
325,573
326,443
327,376
328,438
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
