,0
0,118
1,4
2,178
3,178
4,178
5,178
6,178
7,178
8,178
9,178
10,178
11,178
12,178
13,178
14,178
15,178
16,178
17,178
18,178
19,178
20,178
21,178
22,178
23,178
24,178
25,178
26,178
27,178
28,178
29,178
30,178
31,178
32,178
33,178
34,178
35,178
36,178
37,178
38,178
39,178
40,178
41,178
42,178
43,178
44,178
45,178
46,178
47,178
48,178
49,178
50,178
51,178
52,178
53,178
54,178
55,178
56,178
57,178
58,178
59,178
60,178
61,178
62,178
63,178
64,178
65,178
66,178
67,178
68,178
69,178
70,178
71,178
72,178
73,178
74,102
75,1
76,1
77,1
78,2
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,47
88,7
89,7
90,6
91,2
92,1
93,5
94,0
95,1
96,0
97,1
98,2
99,1
100,1
101,1
102,1
103,0
104,1
105,1
106,0
107,1
108,0
109,0
110,1
111,0
112,1
113,0
114,1
115,0
116,1
117,1
118,0
119,1
120,1
121,1
122,1
123,1
124,0
125,1
126,1
127,1
128,1
129,0
130,1
131,0
132,1
133,0
134,1
135,0
136,1
137,0
138,1
139,1
140,1
141,1
142,1
143,1
144,16
145,6
146,1
147,1
148,2
149,1
150,2
151,0
152,1
153,1
154,1
155,1
156,1
157,0
158,0
159,0
160,1
161,1
162,1
163,1
164,1
165,0
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,15
174,3
175,1
176,0
177,2
178,1
179,0
180,1
181,2
182,2
183,1
184,0
185,0
186,0
187,1
188,1
189,10
190,2
191,1
192,1
193,1
194,1
195,1
196,0
197,0
198,0
199,0
200,1
201,1
202,1
203,1
204,0
205,0
206,0
207,1
208,1
209,1
210,0
211,1
212,1
213,1
214,1
215,82
216,15
217,1
218,1
219,0
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,0
232,0
233,1
234,0
235,1
236,0
237,1
238,2
239,5
240,1
241,2
242,1
243,5
244,2
245,2
246,1
247,1
248,3
249,1
250,1
251,1
252,3
253,0
254,1
255,1
256,1
257,1
258,4
259,1
260,1
261,2
262,5
263,1
264,2
265,2
266,1
267,0
268,0
269,1
270,0
271,0
272,1
273,0
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,0
283,0
284,1
285,1
286,6
287,9
288,1
289,0
290,1
291,1
292,12
293,0
294,1
295,0
296,1
297,2
298,111
299,16
300,1
301,1
302,36
303,113
304,329
305,477
306,817
307,616
308,290
309,14
310,1
311,2
312,354
313,515
314,520
315,502
316,507
317,732
318,837
319,417
320,345
321,428
322,994
323,554
324,357
325,501
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
