,1
0,0.164778
1,0.1892731
2,0.27171752
3,0.2458243
4,0.032690663
5,-0.051899422
6,-0.12654334
7,-0.13024916
8,-0.18715562
9,-0.22522669
10,-0.23326543
11,-0.23326543
12,-0.23326543
13,-0.23326543
14,-0.23326543
15,-0.23326543
16,-0.23326543
17,-0.23326543
18,-0.23326543
19,-0.23326543
20,-0.23326543
21,-0.23326543
22,-0.23326543
23,-0.23326543
24,-0.23326543
25,-0.23326543
26,-0.23326543
27,-0.23326543
28,-0.23326543
29,-0.23326543
30,-0.23326543
31,-0.23326543
32,-0.23326543
33,-0.23326543
34,-0.23326543
35,-0.23326543
36,-0.23326543
37,-0.23326543
38,-0.23326543
39,-0.23326543
40,-0.23326543
41,-0.23326543
42,-0.23326543
43,-0.23326543
44,-0.23326543
45,-0.23326543
46,-0.23326543
47,-0.23326543
48,-0.23326543
49,-0.23326543
50,-0.23326543
51,-0.23326543
52,-0.23326543
53,-0.23326543
54,-0.23326543
55,-0.23326543
56,-0.23326543
57,-0.23326543
58,-0.23326543
59,-0.23326543
60,-0.23326543
61,-0.23326543
62,-0.23326543
63,-0.23326543
64,-0.23326543
65,-0.23326543
66,-0.23326543
67,-0.23326543
68,-0.23326543
69,-0.23326543
70,-0.23326543
71,-0.23326543
72,-0.23326543
73,-0.23326543
74,-0.23326543
75,-0.23326543
76,-0.23326543
77,-0.23326543
78,-0.23326543
79,-0.23326543
80,-0.23326543
81,-0.23326543
82,-0.23326543
83,-0.23326543
84,-0.23326543
85,-0.23326543
86,-0.23326543
87,-0.23326543
88,-0.23326543
89,-0.23326543
90,-0.23326543
91,-0.23326543
92,-0.23326543
93,-0.23326543
94,-0.23326543
95,-0.23326543
96,-0.23326543
97,-0.23326543
98,-0.23326543
99,-0.23326543
100,-0.23326543
101,-0.23326543
102,-0.23326543
103,-0.23326543
104,-0.23326543
105,-0.23326543
106,-0.23326543
107,-0.23326543
108,-0.23326543
109,-0.23326543
110,-0.23326543
111,-0.23326543
112,-0.23326543
113,-0.23326543
114,-0.23326543
115,-0.23326543
116,-0.23326543
117,-0.23326543
118,-0.23326543
119,-0.23326543
120,-0.23326543
121,-0.23326543
122,-0.23326543
123,-0.23326543
124,-0.23326543
125,-0.23326543
126,-0.23326543
127,-0.23326543
128,-0.23326543
129,-0.23326543
130,-0.23326543
131,-0.23326543
132,-0.23326543
133,-0.23326543
134,-0.23326543
135,-0.23326543
136,-0.23326543
137,-0.23326543
138,-0.23326543
139,-0.23326543
140,-0.23326543
141,-0.23326543
142,-0.23326543
143,-0.23326543
144,-0.23326543
145,-0.23326543
146,-0.23326543
147,-0.23326543
148,-0.23326543
149,-0.23326543
150,-0.23326543
151,-0.23326543
152,-0.23326543
153,-0.23326543
154,-0.23326543
155,-0.23326543
156,-0.23326543
157,-0.23326543
158,-0.23326543
159,-0.23326543
160,-0.23326543
161,-0.23326543
162,-0.23326543
163,-0.23291798
164,-0.22051792
165,-0.19972976
166,-0.14756975
167,-0.06448689
168,-0.0193501
169,0.09699617
170,0.24740535
171,0.2712454
172,0.368092
173,0.36444187
174,0.37380272
175,0.39741927
176,0.40102473
177,0.44384488
178,0.43580717
179,0.38596833
180,0.44068542
181,0.3724871
182,0.4026741
183,0.41032788
184,0.3820768
185,0.43449938
186,0.43902802
187,0.41045457
188,0.4238402
189,0.42511553
190,0.4397895
191,0.44269633
192,0.443083
193,0.4417704
194,0.44373134
195,0.44274163
196,0.443196
197,0.44304374
198,0.4424284
199,0.4421511
200,0.44287288
201,0.44250196
202,0.4421429
203,0.44286466
204,0.44316924
205,0.4423145
206,0.44562927
207,0.44308925
208,0.44294056
209,0.44463477
210,0.44291568
211,0.4418759
212,0.4424051
213,0.44069928
214,0.44193575
215,0.44240338
216,0.44224298
217,0.44201714
218,0.44101048
219,0.44323662
220,0.44282937
221,0.44258204
222,0.44177514
223,0.4433356
224,0.441501
225,0.44184756
226,0.4429121
227,0.4418768
228,0.44285733
229,0.4427041
230,0.44223335
231,0.4429015
232,0.44258133
233,0.44219
234,0.44249603
235,0.434867
236,0.42182702
237,0.4306426
238,0.41882658
239,0.4168423
240,0.4175857
241,0.41495973
242,0.42662907
243,0.43490174
244,0.42835572
245,0.42821157
246,0.4322156
247,0.43639705
248,0.4413356
249,0.44124812
250,0.44114912
251,0.4420679
252,0.44363415
253,0.4419598
254,0.44318998
255,0.44421107
256,0.44405144
257,0.44434816
258,0.44355512
259,0.4426722
260,0.4431271
261,0.44329828
262,0.44265667
263,0.4424006
264,0.44181895
265,0.44269633
266,0.44325104
267,0.44169217
268,0.44451386
269,0.44394603
270,0.44304484
271,0.4448929
272,0.44327235
273,0.4434584
274,0.44402054
275,0.4428596
276,0.44247848
277,0.44287288
278,0.44149125
279,0.44247702
280,0.43805054
281,0.43535
282,0.4410515
283,0.4337191
284,0.43759194
285,0.43589643
286,0.43651256
287,0.44076058
288,0.44223553
289,0.43865377
290,0.43911037
291,0.44144538
292,0.4723691
293,0.45572153
294,0.37131774
295,0.4849053
296,0.40198848
297,0.4254316
298,0.5291445
299,0.58231866
300,0.7986178
301,1.0
302,0.19419272
303,-0.001538858
304,0.04180134
305,-0.20258671
306,-0.16033298
307,-0.48924962
308,-0.073670775
309,0.3619129
310,0.021474393
311,0.12296816
312,0.25928771
313,0.6355169
314,0.28355703
315,-0.19291823
316,-0.07261651
317,-0.25472513
318,-0.8596456
319,-0.89226466
320,-0.89293677
321,-0.34290823
322,-0.6686928
323,-0.8065159
324,-0.1396472
325,-0.13725969
326,0.2824412
327,0.4551892
328,0.7338343
329,0.65342045
330,0.5164663
331,0.57174087
332,0.50972474
333,0.463352
334,0.4515014
335,0.4515014
336,0.4515014
337,0.4515014
338,0.4515014
339,0.4515014
340,0.4515014
341,0.4515014
342,0.4515014
343,0.4515014
344,0.4515014
345,0.4515014
346,0.4515014
347,0.4515014
348,0.4515014
349,0.4515014
350,0.4515014
351,0.4515014
352,0.4515014
353,0.4515014
354,0.4515014
355,0.4515014
356,0.4515014
357,0.4515014
358,0.4515014
359,0.4515014
360,0.4515014
361,0.4515014
362,0.4515014
363,0.4515014
364,0.4515014
365,0.4515014
366,0.4515014
367,0.4515014
368,0.4515014
369,0.4515014
370,0.4515014
371,0.4515014
372,0.4515014
373,0.4515014
374,0.4515014
375,0.4515014
376,0.4515014
377,0.4515014
378,0.4515014
379,0.4515014
380,0.4515014
381,0.4515014
382,0.4515014
383,0.4515014
384,0.4515014
385,0.4515014
386,0.4515014
387,0.4515014
388,0.4515014
389,0.4515014
390,0.4515014
391,0.4515014
392,0.4515014
393,0.4515014
394,0.4515014
395,0.4515014
396,0.39216655
397,0.3112363
398,0.14654706
