,val_loss,val_acc,loss,acc,lr
0,3.166696670893076,0.08108108110121778,3.2726034422178527,0.07432432434446103,0.0010000000474974513
1,3.1423887768307246,0.0945945945945946,3.15910905374063,0.08648648640593967,0.0010000000474974513
2,3.1359191636781434,0.08648648680867375,3.0955070031655803,0.13716216248434943,0.0010000000474974513
3,3.1543207709853713,0.079729730051917,3.036995449581662,0.15202702710757385,0.0010000000474974513
4,3.138007725896062,0.10675675667620994,2.9681965969704294,0.16418918918918918,0.0010000000474974513
5,3.1370721817016602,0.13108108132272153,2.911738498790844,0.1851351344907606,0.0010000000474974513
6,3.140358120686299,0.13513513505458832,2.8710628844596244,0.18783783791838465,0.0010000000474974513
7,3.1725035023044894,0.14864864848755502,2.852432307681522,0.19864864897083592,0.0010000000474974513
8,3.237075192219502,0.13581081105245127,2.809875419977549,0.2148648646232244,0.0010000000474974513
9,3.31350880313564,0.10743243251297925,2.773955539754919,0.223648648487555,0.0010000000474974513
10,3.3478282077892407,0.14594594618758638,2.7528442305487557,0.2317567565956631,0.0010000000474974513
11,3.3530178108730833,0.15540540532485858,2.7411851792722133,0.23243243307680697,0.0010000000474974513
12,3.3375495330707445,0.16216216248434942,2.7183620195131044,0.2317567564345695,0.0010000000474974513
13,3.421917992669183,0.15608108140326835,2.6920931468138822,0.24121621605512258,0.0010000000474974513
14,3.492955327678371,0.15540540572759268,2.6893674141651873,0.24391891956329345,0.0010000000474974513
15,3.513532053457724,0.15608108100053428,2.672758606317881,0.24864864913192955,0.0010000000474974513
16,3.607891170398609,0.15540540572759268,2.653289831006849,0.25472972972972974,0.0010000000474974513
17,3.630699532740825,0.15472972972972973,2.6506059659493935,0.2682432430821496,0.0010000000474974513
18,3.7175407203468116,0.15067567599786294,2.6399816719261375,0.26081081097190445,0.0010000000474974513
19,3.81639644261953,0.14729729733757072,2.618751015534272,0.27027026978698937,0.0010000000474974513
20,3.7760959986093883,0.14256756760784098,2.608758717614251,0.2972972968140164,0.0010000000474974513
21,3.6676346443794867,0.16418918943082964,2.5952170114259463,0.28851351359406036,0.0010000000474974513
22,3.8119365872563544,0.14324324324324325,2.5960676425212137,0.28851351319132623,0.0010000000474974513
23,3.8018419162647143,0.1472972972972973,2.5993081092834474,0.2837837839448774,0.0010000000474974513
24,3.89725899825225,0.14054054058081394,2.5773468868152514,0.2939189187578253,0.0010000000474974513
25,4.220168995212864,0.11959459467514141,2.574504201476638,0.30202702654374614,0.0010000000474974513
26,4.190381135167303,0.15337837837837837,2.5728908397055963,0.29189189124751735,0.0010000000474974513
27,3.9145832164867502,0.16756756740647394,2.5783701329617887,0.2891891896724701,0.0010000000474974513
28,4.069827185450373,0.17027027027027028,2.563149175128421,0.3006756758367693,0.0010000000474974513
29,4.084186773042421,0.14729729733757072,2.557380083444956,0.286486487130861,0.0010000000474974513
30,4.297621726989746,0.1533783784186518,2.5513080339174015,0.2932432430821496,0.0010000000474974513
31,4.037213433755411,0.1905405403794469,2.5576137078774943,0.2817567564345695,0.0010000000474974513
32,4.29187511237892,0.15135135139162476,2.5369561169598556,0.29662162194380887,0.0010000000474974513
33,4.277775741267849,0.15675675679703016,2.5204759185378616,0.303378378539472,0.0010000000474974513
34,4.127230850425926,0.16216216216216217,2.526946701874604,0.28310810746373355,0.0010000000474974513
35,4.32331191398002,0.15608108140326835,2.5246611878678604,0.28513513521568196,0.0010000000474974513
36,3.91052063349131,0.1918918920529855,2.523335409164429,0.2952702701091766,0.0010000000474974513
37,3.9352157335023623,0.17297297281187934,2.510459939853565,0.29121621653840346,0.0010000000474974513
38,3.9979970261857316,0.17229729745839092,2.514014799530442,0.2871621615177876,0.0010000000474974513
39,4.128961447122935,0.17432432456596478,2.4985882411131985,0.2993243246465116,0.0010000000474974513
40,3.9474316416559994,0.19121621637730984,2.482757350560781,0.31013513529622877,0.0010000000474974513
41,4.207967698896254,0.17500000032218727,2.5036931617839917,0.2831081081081081,0.0010000000474974513
42,4.226390774185593,0.20608108124217472,2.4944798224681133,0.3060810817254556,0.0010000000474974513
43,4.430283538715259,0.1858108106497172,2.4869416146665007,0.30270270205832817,0.0010000000474974513
44,5.257820095887055,0.15405405409432746,2.485933357960469,0.30000000032218727,0.0010000000474974513
45,4.567736025114317,0.17837837862001882,2.4695827045956174,0.30337837773400383,0.0010000000474974513
46,4.67565905339009,0.16959459443350097,2.478492744548901,0.3006756758367693,0.0010000000474974513
47,4.227226306296684,0.17432432432432432,2.4674579929661107,0.29797297281187934,0.0010000000474974513
48,4.164323332503035,0.21283783799893147,2.4600634033615525,0.3067567574011313,0.0010000000474974513
49,4.30449839669305,0.17905405405405406,2.457680256302292,0.3020270267048398,0.0010000000474974513
50,4.169841941627296,0.20202702726866748,2.4403327967669513,0.31621621557184165,0.0010000000474974513
51,3.674448350957922,0.2236486484070082,2.4328022235148663,0.31486486438158395,0.0010000000474974513
52,3.7412164069510796,0.19054054086272781,2.438072821900651,0.3094594599427404,0.0010000000474974513
53,3.862593413688041,0.2391891888670019,2.436960318281844,0.3027027031859836,0.0010000000474974513
54,3.749935562546189,0.22837837853947202,2.47806164896166,0.29797297361734754,0.0010000000474974513
55,4.111443174207532,0.23513513521568194,2.433930390589946,0.3074324329157133,0.0010000000474974513
56,4.23119066599253,0.2236486484070082,2.448171984182822,0.3155405403794469,0.0010000000474974513
57,4.618421157630714,0.19864864880974228,2.4363266042760903,0.3033783778950975,0.0010000000474974513
58,4.283685431609283,0.22905405381241362,2.4169662668898297,0.3128378383211187,0.0010000000474974513
59,4.026466529433792,0.2283783784589252,2.4126436671695193,0.3168918920529855,0.0010000000474974513
60,3.8139163068822914,0.23851351319132624,2.419727130838343,0.3094594599427404,0.0010000000474974513
61,4.116723540022567,0.23445945954000627,2.4131057533057962,0.3141891887059083,0.0010000000474974513
62,3.8794520455437738,0.19729729753893774,2.4187746769673115,0.306756757078944,0.0010000000474974513
63,3.907099806295859,0.2202702703508171,2.403105282139134,0.3189189194021998,0.0010000000474974513
64,3.4066338384473647,0.24324324292105598,2.3956542582125278,0.30472972908535517,0.0010000000474974513
65,3.1143097297565356,0.2614864864864865,2.418171614569587,0.3020270267048398,0.0010000000474974513
66,3.569284015088468,0.2425675672453803,2.408910234554394,0.31959459395022005,0.0010000000474974513
67,3.429893766867148,0.2243243241632307,2.399014679161278,0.3081081080275613,0.0010000000474974513
68,3.4138038673916378,0.23581081089135764,2.4007781144734976,0.3128378375961974,0.0010000000474974513
69,2.8949764805871085,0.27432432496869885,2.404483938217163,0.3060810807588938,0.0010000000474974513
70,3.10021029549676,0.2331081084302954,2.486412507134515,0.2790540538929604,0.0010000000474974513
71,4.508063898859797,0.17162162170216844,2.444741707879144,0.3135135133524199,0.0010000000474974513
72,3.063778204531283,0.25810810843029536,2.4144727255847003,0.3114864869697674,0.0010000000474974513
73,3.102374705752811,0.2533783783783784,2.386763017242019,0.31081081064971716,0.0010000000474974513
74,3.002789949726414,0.25472972940754246,2.3862236628661284,0.3108108104886235,0.0010000000474974513
75,2.782694924844278,0.25945945978164675,2.391670022139678,0.3168918912475174,0.0010000000474974513
76,2.7945635164106215,0.23581081113299807,2.3985177658699652,0.31554054021835326,0.0010000000474974513
77,2.9252564907073975,0.2668918918918919,2.372247127584509,0.3202702696258957,0.0010000000474974513
78,3.110390022638682,0.19594594626813322,2.3746161989263586,0.30405405413460085,0.0010000000474974513
79,3.2150290411871834,0.2391891888670019,2.392928025529191,0.3006756763200502,0.0010000000474974513
80,3.028852930584469,0.24662162129943435,2.3718097635217616,0.304729730051917,0.0010000000474974513
81,2.7339947520075616,0.26081081048862353,2.3728581995577427,0.31351351327187305,0.0010000000474974513
82,2.5900053861978893,0.2716216219438089,2.3423199640737997,0.3101351349740415,0.0010000000474974513
83,3.2904637878005567,0.21013513465185424,2.358529348631163,0.3094594597010999,0.0010000000474974513
84,7.015445250433845,0.145270269948083,2.3523941413776295,0.32567567519239476,0.0010000000474974513
85,2.461809745994774,0.2763513518346323,2.367460298538208,0.30608108100053427,0.0010000000474974513
86,2.5411628620044606,0.26418918935028285,2.3537502958967877,0.310135135215682,0.0010000000474974513
87,2.680943896319415,0.2750000006443745,2.3627221738969957,0.3216216216216216,0.0010000000474974513
88,2.7092431996319744,0.26689189253626644,2.3408764027260447,0.32027027010917664,0.0010000000474974513
89,3.063860933200733,0.2554054054054054,2.371540789990812,0.326351351512445,0.0010000000474974513
90,3.5744507712286873,0.22635135151244498,2.3749204777382515,0.3189189187578253,0.0010000000474974513
91,3.2362644762606236,0.2614864864864865,2.3503542680998106,0.32162162178271525,0.0010000000474974513
92,3.2409391119673447,0.24527026994808301,2.37740068306794,0.30472972940754245,0.0010000000474974513
93,2.8747462337081497,0.2709459465903205,2.3386101361867544,0.3229729731340666,0.0010000000474974513
94,2.957264757156372,0.26689189221407916,2.365224415547139,0.315540539896166,0.0010000000474974513
95,2.6562846557514086,0.2641891898335637,2.348738361049343,0.30743243219079197,0.0010000000474974513
96,2.4993825087676176,0.27229729761948457,2.35471928055222,0.32499999935562546,0.0010000000474974513
97,2.4245447468113257,0.34324324292105596,2.309340643238377,0.3358108114551854,0.0010000000474974513
98,2.481124687194824,0.3074324321102452,2.326073285695669,0.3141891891891892,0.0010000000474974513
99,5.8687804840706495,0.14391891908001256,2.396036823375805,0.29932432448541796,0.0010000000474974513
