,acc,loss,lr,val_acc,val_loss
78,1.0,0.002513777494997434,0.0010000000474974513,1.0,0.0024135063868016005
79,1.0,0.002484319539254774,0.0010000000474974513,1.0,0.0023839357309043407
80,1.0,0.0024561036877550077,0.0010000000474974513,1.0,0.0023557094391435385
81,1.0,0.0024291052553883715,0.0010000000474974513,1.0,0.0023287569638341665
82,1.0,0.002403205712798281,0.0010000000474974513,1.0,0.0023023628164082766
83,1.0,0.002378542168551813,0.0010000000474974513,1.0,0.002276168204843998
84,1.0,0.0023541227792916093,0.0010000000474974513,1.0,0.002251101890578866
85,1.0,0.0023302646907235403,0.0010000000474974513,1.0,0.0022267503663897514
86,1.0,0.002307055183969762,0.0010000000474974513,1.0,0.0022024435456842184
87,1.0,0.0022846807091348414,0.0010000000474974513,1.0,0.0021788652520626783
88,1.0,0.002262500342508049,0.0010000000474974513,1.0,0.0021558653097599745
89,1.0,0.0022412240910141363,0.0010000000474974513,1.0,0.002132547553628683
90,1.0,0.002219870335597923,0.0010000000474974513,1.0,0.0021096132695674896
91,1.0,0.002198889002919305,0.0010000000474974513,1.0,0.002087685512378812
92,1.0,0.0021785324527139683,0.0010000000474974513,1.0,0.0020664904732257128
93,1.0,0.0021582897786266994,0.0010000000474974513,1.0,0.002041541039943695
94,1.0,0.0021371107373008695,0.0010000000474974513,1.0,0.0020104823634028435
95,1.0,0.002117351726696327,0.0010000000474974513,1.0,0.0019909502007067204
96,1.0,0.002098086138215402,0.0010000000474974513,1.0,0.0019709256011992693
97,1.0,0.00207990905492688,0.0010000000474974513,1.0,0.0019508030964061618
98,1.0,0.002060254458742945,0.0010000000474974513,1.0,0.0019317766418680549
99,1.0,0.0020403719635383373,0.0010000000474974513,1.0,0.001912378240376711
100,1.0,0.0020222543499203048,0.0010000000474974513,1.0,0.0018926315242424607
101,1.0,0.002003805529650139,0.0010000000474974513,1.0,0.00187233230099082
102,1.0,0.001985944674242342,0.0010000000474974513,1.0,0.0018522419268265367
103,1.0,0.0019672531499594884,0.000793700572103262,1.0,0.001836918294429779
104,1.0,0.0019472548198224842,0.000793700572103262,1.0,0.0018211712595075369
105,1.0,0.001928692238162393,0.000793700572103262,1.0,0.0018048194469884038
106,1.0,0.0019044847079161284,0.000793700572103262,1.0,0.0017888195579871535
107,1.0,0.0018819397285013743,0.000793700572103262,1.0,0.0017735675210133195
108,1.0,0.0018616564339026809,0.000793700572103262,1.0,0.0017588124610483646
109,1.0,0.00184296573633733,0.000793700572103262,1.0,0.0017444193363189697
110,1.0,0.00182570137447961,0.000793700572103262,1.0,0.0017303175991401076
111,1.0,0.0018095202841863468,0.000793700572103262,1.0,0.0017165913013741374
112,1.0,0.0017943021595019145,0.000793700572103262,1.0,0.0017034262418746948
113,1.0,0.0017798202790562873,0.000793700572103262,1.0,0.00169066630769521
114,1.0,0.0017663395121707108,0.000793700572103262,1.0,0.0016782369930297136
115,1.0,0.0017532748929427369,0.000793700572103262,1.0,0.0016661498229950666
116,1.0,0.001740827763358644,0.000793700572103262,1.0,0.0016542737139388919
117,1.0,0.0017287960154530795,0.000793700572103262,1.0,0.0016426179790869355
118,1.0,0.0017170980446162107,0.000793700572103262,1.0,0.0016312208026647568
119,1.0,0.0017056704998232317,0.000793700572103262,1.0,0.0016199146630242467
