,acc,loss,lr,val_acc,val_loss
0,0.521739131298618,0.7150368029656617,0.0010000000474974513,0.9166666865348816,0.35556766390800476
1,0.9492753605911697,0.32314419746398926,0.0010000000474974513,0.9833333492279053,0.2124384492635727
2,0.9927536231884058,0.18343408233013705,0.0010000000474974513,1.0,0.13728021085262299
3,1.0,0.10986778949913771,0.0010000000474974513,1.0,0.09502123296260834
4,1.0,0.07358400469672853,0.0010000000474974513,1.0,0.07510724663734436
5,1.0,0.053914675300104034,0.0010000000474974513,1.0,0.05293819680809975
6,0.9927536231884058,0.04285779638566833,0.0010000000474974513,1.0,0.04455775022506714
7,1.0,0.033314047084338425,0.0010000000474974513,1.0,0.03514271602034569
8,1.0,0.0264441200086604,0.0010000000474974513,1.0,0.027344997972249985
9,1.0,0.02289252655337686,0.0010000000474974513,1.0,0.023168351501226425
10,1.0,0.020316861245943153,0.0010000000474974513,1.0,0.020820308476686478
11,1.0,0.019273032231823257,0.0010000000474974513,1.0,0.018843775615096092
12,1.0,0.016185922818123432,0.0010000000474974513,1.0,0.01682339236140251
13,1.0,0.014893120586656141,0.0010000000474974513,1.0,0.015347526408731937
14,1.0,0.013811137986139975,0.0010000000474974513,1.0,0.013469788245856762
15,1.0,0.01248652637814698,0.0010000000474974513,1.0,0.011981146410107613
16,1.0,0.011522575268062992,0.0010000000474974513,1.0,0.010912378318607807
17,1.0,0.010873250818500916,0.0010000000474974513,1.0,0.010203064419329166
18,1.0,0.010229977981551834,0.0010000000474974513,1.0,0.009466544725000858
19,1.0,0.00979241511474053,0.0010000000474974513,1.0,0.008862021379172802
20,1.0,0.009490411877092243,0.0010000000474974513,1.0,0.008401283994317055
21,1.0,0.008944180962778088,0.0010000000474974513,1.0,0.008009213954210281
22,1.0,0.00858926339128959,0.0010000000474974513,1.0,0.00765192462131381
23,1.0,0.008272654241949751,0.0010000000474974513,1.0,0.007338246796280146
24,1.0,0.007927361038931902,0.0010000000474974513,1.0,0.0070732831954956055
25,1.0,0.007690829818771369,0.0010000000474974513,1.0,0.0068190316669642925
26,1.0,0.007454328616892082,0.0010000000474974513,1.0,0.006568768061697483
27,1.0,0.007288659571845463,0.0010000000474974513,1.0,0.0063394904136657715
28,1.0,0.0070002609998851585,0.0010000000474974513,1.0,0.006103989668190479
29,1.0,0.006746784048289925,0.0010000000474974513,1.0,0.005892178509384394
30,1.0,0.006541915683318739,0.0010000000474974513,1.0,0.005727642215788364
31,1.0,0.006312246555867402,0.0010000000474974513,1.0,0.005461737979203463
32,1.0,0.006118639439776324,0.0010000000474974513,1.0,0.005299845244735479
33,1.0,0.005959979703892832,0.0010000000474974513,1.0,0.005147913936525583
34,1.0,0.0057749948228129015,0.0010000000474974513,1.0,0.004962319042533636
35,1.0,0.005587341422485053,0.0010000000474974513,1.0,0.004814486019313335
36,1.0,0.0054196577343711815,0.0010000000474974513,1.0,0.004711217246949673
37,1.0,0.005258034469316835,0.0010000000474974513,1.0,0.004610578995198011
38,1.0,0.005106349573538139,0.0010000000474974513,1.0,0.004516900517046452
39,1.0,0.004939224490005037,0.0010000000474974513,1.0,0.004406089428812265
40,1.0,0.00482142379210479,0.0010000000474974513,1.0,0.00430257199332118
41,1.0,0.0046859338029247265,0.0010000000474974513,1.0,0.004196724854409695
42,1.0,0.00459633835091971,0.0010000000474974513,1.0,0.004098062869161367
43,1.0,0.004513889659142149,0.0010000000474974513,1.0,0.004029900301247835
44,1.0,0.004435360522778786,0.0010000000474974513,1.0,0.003974289167672396
45,1.0,0.004354046377609821,0.0010000000474974513,1.0,0.003904697485268116
46,1.0,0.004284855938327593,0.0010000000474974513,1.0,0.003840074874460697
47,1.0,0.004214983858654033,0.0010000000474974513,1.0,0.0037797491531819105
48,1.0,0.0041471750617189254,0.0010000000474974513,1.0,0.003718473482877016
49,1.0,0.004076321109913398,0.0010000000474974513,1.0,0.0036523521412163973
50,1.0,0.0040124478628454,0.0010000000474974513,1.0,0.00358759262599051
51,1.0,0.003928701030562861,0.0010000000474974513,1.0,0.003524412866681814
52,1.0,0.0038530902626613774,0.0010000000474974513,1.0,0.0035187520552426577
53,1.0,0.0037929137925738874,0.0010000000474974513,1.0,0.0035159720573574305
54,1.0,0.0037495769303885922,0.0010000000474974513,1.0,0.003413441590964794
55,1.0,0.0036752750806888375,0.0010000000474974513,1.0,0.0033038535621017218
56,1.0,0.0035995541653339415,0.0010000000474974513,1.0,0.003249949309974909
57,1.0,0.003541263873162477,0.0010000000474974513,1.0,0.0031976078171283007
58,1.0,0.003459387634327446,0.0010000000474974513,1.0,0.0031485313083976507
59,1.0,0.0033987358050501866,0.0010000000474974513,1.0,0.0031005346681922674
60,1.0,0.0033241762152022643,0.0010000000474974513,1.0,0.003054562723264098
61,1.0,0.003258723129545325,0.0010000000474974513,1.0,0.0030088163912296295
62,1.0,0.003188512085572533,0.0010000000474974513,1.0,0.0029635007958859205
63,1.0,0.003138169647950301,0.0010000000474974513,1.0,0.0029208441264927387
64,1.0,0.003075821092352271,0.0010000000474974513,1.0,0.0028808426577597857
65,1.0,0.0030203096912768874,0.0010000000474974513,1.0,0.002843808149918914
66,1.0,0.002970439837435665,0.0010000000474974513,1.0,0.002807002980262041
67,1.0,0.00292443689060114,0.0010000000474974513,1.0,0.002769293962046504
68,1.0,0.0028823488729371543,0.0010000000474974513,1.0,0.0027339935768395662
69,1.0,0.002837432332444882,0.0010000000474974513,1.0,0.0027002738788723946
70,1.0,0.002801082648701318,0.0010000000474974513,1.0,0.002666665706783533
71,1.0,0.0027565629376719394,0.0010000000474974513,1.0,0.002633887343108654
72,1.0,0.0027154854235603757,0.0010000000474974513,1.0,0.0026019015349447727
73,1.0,0.002677327911099554,0.0010000000474974513,1.0,0.0025701664853841066
74,1.0,0.0026419821981529612,0.0010000000474974513,1.0,0.0025393429677933455
75,1.0,0.002608210992311006,0.0010000000474974513,1.0,0.0025088719557970762
76,1.0,0.002575689002169647,0.0010000000474974513,1.0,0.00247679534368217
77,1.0,0.002544969991794315,0.0010000000474974513,1.0,0.0024443718139082193
