,acc,loss,lr,val_acc,val_loss
0,0.5238095240122607,0.9957795937856039,0.0010000000474974513,0.5625,0.9321088790893555
1,0.5918367350993513,0.8867165194887693,0.0010000000474974513,0.375,3.3204652965068817
2,0.6258503401360545,0.8296668799150557,0.0010000000474974513,0.375,2.518561888486147
3,0.6530612248952697,0.7818117668839539,0.0010000000474974513,0.46875,1.0884710513055325
4,0.673469387755102,0.7751824527370687,0.0010000000474974513,0.375,1.4733476378023624
5,0.673469387755102,0.7800493479585972,0.0010000000474974513,0.40625,1.2857806384563446
6,0.673469387755102,0.763713538646698,0.0010000000474974513,0.4375,1.4168860577046871
7,0.6530612246925328,0.7295376159706894,0.0010000000474974513,0.75,0.6805659923702478
8,0.7074829936027527,0.7042647024401191,0.0010000000474974513,0.734375,0.693069089204073
9,0.6802721090462743,0.6660250911907274,0.0010000000474974513,0.5,1.0551852509379387
