,acc,loss,lr,val_acc,val_loss
0,0.9347826086956522,0.2647728512360566,0.0010000000474974513,1.0,0.06015648903946082
1,0.9782608695652174,0.12745459960854572,0.0010000000474974513,1.0,0.03799255794535081
2,0.9782608695652174,0.11203752274530521,0.0010000000474974513,1.0,0.04266313921349744
3,0.9927536231884058,0.06408643555166064,0.0010000000474974513,1.0,0.037464834610000254
4,0.9927536231884058,0.08212107436164566,0.0010000000474974513,1.0,0.023549049828822412
5,0.9927536231884058,0.07680429885352867,0.0010000000474974513,1.0,0.021070248292138178
6,0.9927536231884058,0.05293780997179556,0.0010000000474974513,1.0,0.02347376422646145
7,0.9927536231884058,0.08301767412627088,0.0010000000474974513,1.0,0.005933386436663568
8,0.9927536231884058,0.04003612047898165,0.0010000000474974513,1.0,0.004484470755172273
9,0.9927536231884058,0.03789020382353793,0.0010000000474974513,1.0,0.009639140672516078
10,0.9927536231884058,0.035667339042908905,0.0010000000474974513,1.0,0.01029846048525845
11,0.9927536231884058,0.03879582690938875,0.0010000000474974513,1.0,0.009733561218793815
12,0.9927536231884058,0.021856480693120673,0.0010000000474974513,1.0,0.0040712151831636826
13,0.9927536231884058,0.037459848779321146,0.0010000000474974513,1.0,0.005877642791407804
14,0.9927536231884058,0.0158053921042955,0.0010000000474974513,1.0,0.005427496934620042
15,1.0,0.020726894693233182,0.0010000000474974513,1.0,0.008337589085567743
16,0.9927536231884058,0.034893243310406157,0.0010000000474974513,1.0,0.004482406990913053
17,0.9927536231884058,0.021965234344690176,0.0010000000474974513,1.0,0.006403807473058502
18,0.9927536231884058,0.026607801675445575,0.0010000000474974513,1.0,0.006667949523155888
19,0.9927536231884058,0.029116994117562106,0.0010000000474974513,1.0,0.009999356496458252
