,acc,loss,lr,val_acc,val_loss
0,0.927536231884058,0.26034187169178674,0.0010000000474974513,1.0,0.06909119387467702
1,0.9927536231884058,0.1468564578048561,0.0010000000474974513,1.0,0.05436524885396163
2,0.9855072463768116,0.08956621700654858,0.0010000000474974513,1.0,0.07772141682604948
3,1.0,0.04743475195668314,0.0010000000474974513,1.0,0.01965967093904813
4,0.9927536231884058,0.051700178020890206,0.0010000000474974513,1.0,0.02101076093968004
5,0.9927536231884058,0.026528932586096336,0.0010000000474974513,1.0,0.012981020845472813
6,1.0,0.02592213622604807,0.0010000000474974513,1.0,0.009065449858705202
7,0.9927536231884058,0.05953457124153341,0.0010000000474974513,1.0,0.009288208140060306
8,0.9927536231884058,0.053785896860063076,0.0010000000474974513,1.0,0.00754967217023174
9,0.9927536231884058,0.01683773474254902,0.0010000000474974513,1.0,0.0043118943576700985
10,0.9927536231884058,0.028517467290352004,0.0010000000474974513,1.0,0.024729771176256084
11,0.9927536231884058,0.048090514855162386,0.0010000000474974513,1.0,0.009994533859814208
12,1.0,0.021146911837538515,0.0010000000474974513,1.0,0.007091412988180916
13,0.9927536231884058,0.04697056008043928,0.0010000000474974513,1.0,0.007801785583918293
14,1.0,0.009451801838029338,0.0010000000474974513,1.0,0.006755327200517058
15,0.9927536231884058,0.031058015484038904,0.0010000000474974513,1.0,0.008794232845927279
16,1.0,0.007822609183452754,0.0010000000474974513,1.0,0.005881116352975368
17,0.9927536231884058,0.03229899443618521,0.0010000000474974513,1.0,0.009586950950324535
18,1.0,0.013891633930683567,0.0010000000474974513,1.0,0.004548346810042858
19,0.9927536231884058,0.018858472636117993,0.0010000000474974513,1.0,0.00475610663027813
