,0
0,5519821
1,632055
2,23818
3,64013
4,444
5,2075884
6,827600
7,109457
8,1222
9,0
10,598406
11,1550243
12,2761
13,2359
14,3369
15,1104
16,1449697
17,72374
18,3293
19,280
20,0
21,290645
22,840253
23,4539
24,4430
25,2061
26,2603592
27,1998345
28,59486
29,217
30,9166
31,281781
32,180062
33,139076
34,1530
35,5672
36,8498
37,439799
38,217259
39,24381
40,211
41,1809
42,3922986
43,24835
44,92761
45,0
46,23
47,379797
48,3688
49,226518
50,29280
51,789
52,503799
53,23348
54,129873
55,125555
56,598
57,348017
58,206015
59,15995
60,1418006
61,30164
62,749
63,4565
64,298
65,149453
66,53159
67,7852
68,52
69,0
70,58133
71,56966
72,104
73,55
74,89
75,87
76,79160
77,3639
78,112
79,9
80,0
81,47589
82,51189
83,170
84,109
85,95
86,311114
87,185148
88,6739
89,10
90,399
91,46605
92,5164
93,39613
94,121
95,768
96,668
97,52283
98,36425
99,2888
100,8
101,114
102,445347
103,714
104,40343
105,11
106,109
107,51458
108,65
109,36698
110,1888
111,108
112,38444
113,423
114,5999
115,35301
116,111
117,49973
118,6245
119,15264131
120,396294040
121,12960474
122,490070
123,3607644
124,67228
125,62647323
126,81294470
127,10939676
128,15255
129,0
130,19656753
131,25729334
132,116548
133,18461
134,16465
135,19478
136,26024859
137,1802124
138,106180
139,1014
140,0
141,11842030
142,21457528
143,125874
144,29380
145,22025
146,54674885
147,52052759
148,4350081
149,1126
150,184291
151,11819989
152,3069180
153,18786721
154,18801
155,519855
156,251577
157,12418236
158,16884903
159,1499201
160,1129
161,25124
162,74449199
163,388178
164,18814450
165,1128
166,81750
167,12201006
168,15414
169,18343658
170,915832
171,102252
172,17069391
173,187692
174,960440
175,17715655
176,101202
177,15014140
178,3138104
179,47499
180,2631850
181,220818
182,6257
183,32081
184,324
185,799606
186,301875
187,23318
188,798
189,0
190,232641
191,568839
192,997
193,856
194,1145
195,969
196,540017
197,26748
198,1078
199,102
200,0
201,112317
202,326562
203,1641
204,1777
205,1106
206,1243951
207,880813
208,17697
209,101
210,3625
211,114666
212,70876
213,48559
214,508
215,2946
216,5740
217,180233
218,77532
219,8762
220,97
221,1039
222,1914592
223,7022
224,37405
225,0
226,9
227,154920
228,1411
229,69481
230,9842
231,387
232,188859
233,10188
234,43098
235,47107
236,258
237,114774
238,83406
