,0
0,9772
1,1455
2,4
3,41482
4,312
5,8
6,686304
7,362195
8,267
9,42
10,20
11,534867
12,0
13,127
14,250
15,0
16,15
17,29
18,0
19,6
20,0
21,655
22,0
23,0
24,20
25,258
26,24
27,1
28,24995
29,23
30,4
31,0
32,0
33,0
34,130
35,0
36,25
37,3883
38,0
39,18
40,0
41,315
42,0
43,151
44,7
45,0
46,15
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,17
55,0
56,5
57,0
58,267
59,73135
60,1537
61,158
62,111
63,3353
64,94
65,95
66,24629
67,87836
68,177
69,98
70,0
71,49841
72,0
73,129
74,57
75,0
76,109
77,49
78,0
79,49
80,0
81,108
82,0
83,0
84,52
85,54
86,116
87,46
88,5699
89,95
90,97
91,0
92,0
93,0
94,52
95,0
96,99
97,722
98,0
99,46
100,0
101,92
102,0
103,50
104,55
105,0
106,162
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,93
115,0
116,122
117,0
118,145
119,38145274
120,693353
121,62566
122,29462
123,2371851
124,36416
125,24221
126,17438265
127,114085584
128,43498
129,26658
130,872
131,19968054
132,0
133,30488
134,26282
135,0
136,21606
137,13303
138,0
139,14503
140,0
141,31434
142,0
143,0
144,24219
145,14390
146,23219
147,13290
148,4161739
149,28453
150,21479
151,0
152,0
153,0
154,26060
155,0
156,20564
157,133610
158,0
159,13780
160,0
161,29787
162,0
163,13852
164,24890
165,0
166,20479
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,36429
175,0
176,20443
177,0
178,26432
179,77269
180,4331
181,275
182,3
183,23840
184,153
185,7
186,284199
187,233367
188,113
189,25
190,5
191,226818
192,0
193,28
194,179
195,0
196,4
197,5
198,0
199,6
200,0
201,250
202,0
203,0
204,18
205,105
206,6
207,0
208,13007
209,14
210,2
211,0
212,0
213,0
214,77
215,0
216,18
217,2731
218,0
219,18
220,0
221,274
222,0
223,142
224,3
225,0
226,9
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,15
235,0
236,5
237,0
238,183
