,0
0,5596
1,0
2,10069
3,41
4,4977
5,182
6,0
7,6596
8,3
9,685
10,4
11,0
12,13914
13,179
14,917
15,3
16,0
17,3884
18,214
19,1270
20,5
21,0
22,6472
23,1
24,1529
25,196
26,0
27,7377
28,10
29,74
30,234
31,0
32,8547
33,2
34,70
35,2
36,0
37,8491
38,1
39,90
40,1
41,0
42,13003
43,299
44,892
45,1804
46,0
47,6493
48,239
49,1187
50,201
51,0
52,8003
53,2
54,1508
55,181
56,0
57,7535
58,1
59,445
60,357
61,0
62,365
63,9
64,333
65,9
66,0
67,388
68,8
69,94
70,8
71,0
72,370
73,9
74,96
75,10
76,0
77,364
78,10
79,101
80,9
81,0
82,363
83,9
84,100
85,11
86,0
87,360
88,9
89,93
90,12
91,0
92,382
93,9
94,87
95,9
96,0
97,359
98,10
99,83
100,9
101,0
102,514
103,56
104,93
105,105
106,0
107,380
108,11
109,97
110,11
111,0
112,392
113,8
114,97
115,9
116,0
117,389
118,8
119,135833
120,226021
121,0
122,126479
123,1128
124,86378
125,1017
126,0
127,128375
128,1127
129,19948
130,1016
131,0
132,133283
133,1127
134,19893
135,1016
136,0
137,126868
138,1127
139,21120
140,1017
141,0
142,127448
143,1127
144,19850
145,1016
146,0
147,125510
148,1127
149,19879
150,1016
151,0
152,128936
153,1127
154,19860
155,1016
156,0
157,127464
158,1127
159,19902
160,1016
161,0
162,168235
163,14281
164,19934
165,53370
166,0
167,125914
168,1128
169,19876
170,1016
171,0
172,127407
173,1127
174,19847
175,1016
176,0
177,128376
178,1127
179,5476
180,4491
181,0
182,3577
183,40
184,4162
185,119
186,0
187,3480
188,3
189,570
190,2
191,0
192,4684
193,116
194,885
195,2
196,0
197,2575
198,112
199,999
200,3
201,0
202,2536
203,1
204,1097
205,117
206,0
207,3354
208,1
209,70
210,123
211,0
212,3487
213,2
214,59
215,2
216,0
217,3415
218,1
219,55
220,1
221,0
222,5994
223,210
224,866
225,1431
226,0
227,3453
228,121
229,997
230,109
231,0
232,3353
233,1
234,1026
235,118
236,0
237,3232
238,1
