,0
0,6014
1,0
2,9708
3,21
4,5785
5,187
6,0
7,5871
8,1
9,371
10,255
11,0
12,5418
13,200
14,256
15,9
16,0
17,9922
18,2
19,78
20,1
21,0
22,16039
23,182
24,1104
25,6
26,0
27,6539
28,208
29,1211
30,2
31,0
32,4915
33,1
34,1772
35,197
36,0
37,7331
38,0
39,75
40,241
41,0
42,8665
43,4
44,98
45,2
46,0
47,10733
48,0
49,96
50,1
51,0
52,15342
53,183
54,1119
55,8
56,0
57,6714
58,262
59,596
60,328
61,0
62,368
63,9
64,349
65,9
66,0
67,444
68,9
69,119
70,9
71,0
72,357
73,50
74,129
75,8
76,0
77,353
78,9
79,124
80,10
81,0
82,391
83,10
84,129
85,7
86,0
87,392
88,10
89,126
90,9
91,0
92,418
93,10
94,122
95,10
96,0
97,362
98,8
99,116
100,9
101,0
102,381
103,9
104,113
105,9
106,0
107,371
108,10
109,128
110,9
111,0
112,365
113,9
114,123
115,7
116,0
117,350
118,10
119,296262
120,94509
121,0
122,129799
123,1128
124,86495
125,1016
126,0
127,128220
128,1129
129,19887
130,1016
131,0
132,126994
133,12664
134,19866
135,1016
136,0
137,125027
138,1128
139,19846
140,1016
141,0
142,126536
143,1128
144,19826
145,1016
146,0
147,125322
148,1128
149,20027
150,1016
151,0
152,127255
153,1128
154,20683
155,1016
156,0
157,128185
158,1128
159,19862
160,1016
161,0
162,125640
163,1128
164,19951
165,1016
166,0
167,126731
168,1125
169,19876
170,1016
171,0
172,127454
173,1128
174,20902
175,1016
176,0
177,128108
178,1801
179,6772
180,4500
181,0
182,3601
183,17
184,4689
185,118
186,0
187,3529
188,1
189,346
190,115
191,0
192,3556
193,180
194,179
195,5
196,0
197,3587
198,1
199,73
200,1
201,0
202,4924
203,119
204,914
205,2
206,0
207,2580
208,118
209,999
210,2
211,0
212,2605
213,1
214,1065
215,117
216,0
217,3380
218,0
219,62
220,119
221,0
222,3537
223,4
224,72
225,2
226,0
227,3530
228,0
229,72
230,1
231,0
232,4968
233,118
234,937
235,2
236,0
237,2587
238,117
