,0
0,5829433
1,2155320
2,192871
3,6908
4,118465
5,1978411
6,36493
7,4294
8,2355
9,22534
10,1992508
11,1101751
12,8407
13,341269
14,30370
15,1346765
16,92547
17,302176
18,1328
19,10855
20,654234
21,623187
22,13204
23,10519
24,12830
25,4852
26,1242492
27,26666
28,9353
29,13316
30,3501
31,1180698
32,62340
33,9369
34,13933
35,711
36,1171530
37,65311
38,23167
39,7357
40,561
41,543996
42,557319
43,77535
44,34331
45,1041
46,11909
47,8830
48,3045
49,14272
50,754
51,999
52,536
53,338
54,7741
55,1289
56,548
57,281
58,413
59,526351
60,466468
61,140412
62,41519
63,3543
64,37885
65,184004
66,5610
67,4041
68,2114
69,6065
70,210364
71,155620
72,3074
73,49536
74,4532
75,111937
76,7346
77,11438
78,1734
79,4256
80,42206
81,36968
82,2245
83,4684
84,6417
85,2992
86,75133
87,2564
88,2810
89,4598
90,3366
91,73829
92,4746
93,2987
94,2773
95,2013
96,75789
97,3747
98,7993
99,2614
100,1964
101,35644
102,33542
103,2576
104,6302
105,2152
106,3091
107,2071
108,2182
109,5918
110,2336
111,2376
112,2407
113,2321
114,3033
115,2415
116,2550
117,2038
118,1934
119,321044748
120,304345839
121,84490793
122,33392202
123,2611326
124,26119643
125,74094070
126,3839222
127,2634578
128,2247987
129,3993832
130,59143659
131,28860154
132,2092900
133,25539722
134,2724032
135,32602002
136,3907613
137,9166651
138,1486789
139,2429004
140,16663855
141,13400485
142,1727469
143,2357707
144,3175077
145,2044211
146,26303003
147,1922199
148,2135348
149,2224832
150,2177175
151,27821985
152,2696506
153,2064534
154,2175968
155,1538978
156,27676609
157,2619081
158,3697178
159,1817361
160,1524576
161,12475852
162,11399957
163,2327138
164,3756943
165,1615044
166,2115060
167,1618820
168,1656601
169,2302286
170,1705951
171,1721632
172,1745374
173,1661752
174,2207685
175,1716037
176,1709713
177,1528608
178,1565704
179,1163192
180,1881181
181,728981
182,61454
183,2364
184,52207
185,774446
186,12366
187,1727
188,953
189,6495
190,696542
191,444204
192,2654
193,123869
194,4582
195,469205
196,27687
197,106318
198,369
199,2180
200,256687
201,206671
202,6557
203,4837
204,5456
205,1720
206,464320
207,8944
208,4212
209,7250
210,1250
211,442570
212,16654
213,3023
214,4812
215,187
216,453529
217,25065
218,10485
219,4113
220,277
221,214545
222,193296
223,23179
224,8094
225,297
226,2864
227,3974
228,1863
229,7442
230,358
231,368
232,275
233,153
234,1339
235,487
236,288
237,171
238,204
