,1
0,0.4528106
1,0.6389142
2,0.7076237
3,0.758197
4,0.85991037
5,0.89426494
6,0.8407833
7,0.8372385
8,0.88100237
9,0.86173254
10,0.80086607
11,0.7221601
12,0.7387655
13,0.8089659
14,0.8189369
15,0.8400038
16,0.87077576
17,0.9410084
18,0.99797046
19,0.9980098
20,0.9979936
21,0.99868643
22,0.9976446
23,0.99350095
24,0.98986804
25,0.9918579
26,0.99486035
27,0.995618
28,0.9935626
29,0.99436396
30,0.9941814
31,0.99201393
32,0.9914087
33,0.9917031
34,0.9949912
35,0.99782526
36,0.9978734
37,0.9976314
38,0.9977308
39,0.99772316
40,0.9975088
41,0.9974805
42,0.99754953
43,0.9978473
44,0.998076
45,0.99808854
46,0.99811316
47,0.9981384
48,0.9981429
49,0.9981472
50,0.99814427
51,0.99819684
52,1.0
53,0.99640286
54,0.98483926
55,0.9751806
56,0.98083454
57,0.9881854
58,0.98971874
59,0.98458254
60,0.98658127
61,0.9771886
62,0.9561593
63,0.9479528
64,0.9612434
65,0.9752534
66,0.9736741
67,0.96151906
68,0.9671268
69,0.9696762
70,0.9659756
71,0.9635691
72,0.9708115
73,0.98221
74,0.98614734
75,0.98592573
76,0.98722863
77,0.99317163
78,0.99809086
79,0.99810743
80,0.9981024
81,0.99822766
82,0.9979931
83,0.9971309
84,0.9963785
85,0.99677587
86,0.9973994
87,0.99756676
88,0.9971611
89,0.99732214
90,0.99726427
91,0.9968085
92,0.99666756
93,0.99671996
94,0.99742264
95,0.99802643
96,0.9980577
97,0.99800605
98,0.9980345
99,0.9980325
100,0.9979766
101,0.99795943
102,0.9979701
103,0.9980384
104,0.9980979
105,0.99811226
106,0.9981282
107,0.9981347
108,0.9981396
109,0.9981386
110,0.99812615
111,0.99811506
112,0.4802621
113,0.12491988
114,-0.6607413
115,-0.84748423
116,-1.1958654
117,-1.3615975
118,-1.5440384
119,-1.5027167
120,-1.2705587
121,-1.4173837
122,-1.6344984
123,-1.524498
124,-1.5538043
125,-1.6965992
126,-2.072336
127,-2.5526385
128,-2.5220213
129,-2.1670363
130,-2.7818573
131,-3.1507983
132,-1.9071603
133,-1.3437198
134,-0.88017744
135,-0.79269785
136,-0.2355435
137,0.4019725
138,0.9741682
139,0.97742546
140,0.97500664
141,0.925207
142,0.8396616
143,0.5909485
144,0.54940766
145,0.5683688
146,0.5533814
147,0.4244084
148,0.24212982
149,0.1496844
150,0.15914243
151,0.054136723
152,0.13021828
153,0.35975587
154,0.5961851
155,0.9636343
156,0.9685693
157,0.9591364
158,0.9643558
159,0.9635312
160,0.955132
161,0.9522902
162,0.95632476
163,0.96685845
164,0.9768086
165,0.97973186
166,0.9846458
167,0.9866041
168,0.98782223
169,0.98710877
170,0.98219854
171,0.97839934
172,0.9797691
173,0.9725698
174,0.9558511
175,0.94205755
176,0.9546296
177,0.9651894
178,0.96382445
179,0.9550118
180,0.92752725
181,0.8444675
182,0.76385206
183,0.78668743
184,0.8507446
185,0.8746431
186,0.83804506
187,0.826078
188,0.8408343
189,0.8306047
190,0.8328859
191,0.8390575
192,0.8955932
193,0.954145
194,0.9590812
195,0.9606942
196,0.9659075
197,0.98331267
198,0.99807745
199,0.9981085
200,0.9981072
201,0.99842787
202,0.99791735
203,0.99591863
204,0.99416316
205,0.9951212
206,0.9965672
207,0.9969402
208,0.9959614
209,0.9963481
210,0.99627286
211,0.9952071
212,0.99484015
213,0.9949184
214,0.9965359
215,0.99794686
216,0.9979694
217,0.99780726
218,0.9978761
219,0.9978771
220,0.9977398
221,0.9977175
222,0.99776196
223,0.9979498
224,0.99808997
225,0.99809957
226,0.9981197
227,0.99814284
228,0.9981484
229,0.99815303
230,0.99815077
231,0.9981683
232,0.998121
233,0.99795365
234,0.9978211
235,0.99791586
236,0.93574494
237,0.94806415
238,0.632258
