,0
0,2333
1,4654
2,10344
3,300
4,1368
5,3
6,0
7,9195
8,2
9,107
10,2
11,0
12,11616
13,5
14,73
15,1
16,0
17,11659
18,4
19,69
20,1
21,0
22,11561
23,3
24,79
25,1
26,0
27,11701
28,23
29,111
30,2
31,0
32,11186
33,2
34,102
35,1
36,0
37,11088
38,3
39,87
40,1
41,0
42,11466
43,1
44,85
45,7
46,0
47,11044
48,3
49,95
50,1
51,0
52,11240
53,4
54,98
55,3
56,0
57,11875
58,1
59,142
60,107
61,198
62,357
63,10
64,105
65,8
66,0
67,399
68,8
69,96
70,7
71,0
72,393
73,8
74,111
75,8
76,0
77,386
78,8
79,97
80,9
81,0
82,359
83,9
84,99
85,9
86,0
87,343
88,9
89,94
90,9
91,0
92,407
93,10
94,100
95,9
96,0
97,371
98,8
99,103
100,9
101,0
102,416
103,8
104,102
105,10
106,0
107,366
108,8
109,103
110,9
111,0
112,365
113,9
114,117
115,9
116,0
117,370
118,9
119,34656
120,31325
121,112598
122,114051
123,1128
124,19796
125,1013
126,0
127,137943
128,1125
129,19792
130,1016
131,0
132,132456
133,1126
134,19867
135,1013
136,0
137,128720
138,1125
139,19864
140,1016
141,0
142,129697
143,1125
144,19838
145,1013
146,0
147,127064
148,1125
149,19791
150,1013
151,0
152,126424
153,1125
154,19836
155,1016
156,0
157,133355
158,1125
159,19790
160,1016
161,0
162,128582
163,1125
164,19804
165,1013
166,0
167,128135
168,1125
169,19875
170,1016
171,0
172,129199
173,1125
174,19902
175,1925
176,0
177,128387
178,1125
179,1813
180,1841
181,3493
182,5388
183,120
184,908
185,2
186,0
187,3533
188,2
189,103
190,1
191,0
192,3641
193,2
194,67
195,1
196,0
197,3467
198,3
199,65
200,1
201,0
202,3612
203,3
204,72
205,1
206,0
207,3410
208,23
209,107
210,2
211,0
212,3570
213,2
214,71
215,1
216,0
217,3564
218,3
219,71
220,1
221,0
222,3623
223,1
224,71
225,1
226,0
227,3490
228,3
229,85
230,1
231,0
232,3540
233,4
234,76
235,3
236,0
237,3394
238,1
