,0
0,28483
1,393
2,19
3,26189
4,48
5,18931
6,690252
7,385611
8,213
9,30
10,12
11,536217
12,0
13,48
14,0
15,406
16,0
17,53
18,0
19,5
20,0
21,420
22,0
23,0
24,0
25,249
26,0
27,19
28,26607
29,22
30,3
31,0
32,0
33,0
34,0
35,10
36,0
37,2815
38,0
39,10
40,0
41,185
42,0
43,0
44,0
45,2
46,0
47,0
48,165
49,0
50,0
51,0
52,0
53,0
54,0
55,6
56,17
57,0
58,2561
59,71360
60,1071
61,275
62,104
63,2459
64,46
65,1379
66,27787
67,78806
68,176
69,94
70,52
71,51645
72,0
73,123
74,0
75,50
76,0
77,127
78,0
79,46
80,0
81,106
82,0
83,0
84,0
85,100
86,0
87,140
88,5531
89,96
90,131
91,0
92,0
93,0
94,0
95,48
96,0
97,711
98,0
99,48
100,0
101,101
102,0
103,0
104,0
105,56
106,0
107,86
108,48
109,0
110,0
111,0
112,0
113,0
114,0
115,47
116,43
117,84
118,119
119,37044103
120,523941
121,54755
122,28020
123,1661917
124,13254
125,795627
126,21249027
127,111786205
128,43113
129,31460
130,16772
131,19680410
132,0
133,33569
134,0
135,22405
136,0
137,33717
138,0
139,13382
140,0
141,28854
142,0
143,0
144,0
145,37018
146,0
147,36396
148,4199529
149,27006
150,23695
151,0
152,0
153,0
154,0
155,22494
156,0
157,114512
158,0
159,13827
160,0
161,30633
162,0
163,0
164,0
165,24317
166,0
167,21702
168,13849
169,0
170,0
171,0
172,0
173,0
174,0
175,23436
176,13339
177,20450
178,26993
179,125319
180,7459
181,364
182,9
183,13612
184,10
185,11831
186,444177
187,140415
188,153
189,28
190,3
191,149951
192,0
193,43
194,0
195,91
196,0
197,14
198,0
199,5
200,0
201,277
202,0
203,0
204,0
205,89
206,0
207,3
208,12801
209,12
210,3
211,0
212,0
213,0
214,0
215,2
216,0
217,1818
218,0
219,10
220,0
221,172
222,0
223,0
224,0
225,1
226,0
227,0
228,130
229,0
230,0
231,0
232,0
233,0
234,0
235,3
236,9
237,0
238,1096
