,0
0,1332
1,17357
2,17710
3,205
4,906
5,6
6,0
7,12357
8,215
9,960
10,3
11,0
12,12087
13,207
14,1656
15,6
16,0
17,14023
18,201
19,974
20,3
21,0
22,12600
23,216
24,1078
25,6
26,0
27,13351
28,206
29,980
30,6
31,0
32,14332
33,212
34,1060
35,1
36,0
37,11596
38,208
39,931
40,1
41,0
42,11377
43,209
44,1498
45,7
46,21
47,11430
48,211
49,934
50,6
51,0
52,13769
53,203
54,1088
55,6
56,0
57,13126
58,204
59,91
60,98
61,2500
62,516
63,10
64,101
65,7
66,0
67,351
68,9
69,100
70,7
71,0
72,387
73,12
74,95
75,9
76,0
77,354
78,9
79,94
80,7
81,0
82,379
83,8
84,92
85,8
86,0
87,379
88,9
89,97
90,8
91,0
92,348
93,10
94,92
95,8
96,0
97,366
98,9
99,92
100,8
101,0
102,358
103,10
104,92
105,8
106,41
107,415
108,9
109,93
110,10
111,0
112,350
113,8
114,90
115,7
116,0
117,372
118,9
119,19823
120,30505
121,1205630
122,167353
123,1128
124,19843
125,1016
126,0
127,125318
128,1129
129,20931
130,1017
131,0
132,127976
133,1129
134,19898
135,1016
136,0
137,125246
138,1129
139,19884
140,1016
141,0
142,127046
143,1126
144,19881
145,1016
146,0
147,126943
148,1126
149,19854
150,1016
151,0
152,126579
153,1126
154,19855
155,1016
156,0
157,128788
158,1126
159,19826
160,1016
161,0
162,125463
163,1126
164,19890
165,1016
166,11322
167,129406
168,1126
169,19857
170,1017
171,0
172,125136
173,1128
174,19833
175,1016
176,0
177,127486
178,1125
179,974
180,956
181,13266
182,6525
183,118
184,854
185,1
186,0
187,4578
188,118
189,874
190,1
191,0
192,4147
193,120
194,909
195,1
196,0
197,4374
198,118
199,893
200,1
201,0
202,4479
203,120
204,889
205,1
206,0
207,4770
208,116
209,894
210,1
211,0
212,4624
213,117
214,900
215,1
216,0
217,4577
218,117
219,889
220,1
221,0
222,4056
223,117
224,897
225,1
226,21
227,4414
228,117
229,886
230,1
231,0
232,4256
233,113
234,869
235,1
236,0
237,4416
238,114
